date,title,artist,peak_pos,rank,weeks
1960-09-07,Diamonds And Pearls,The Paradons,61.0,61.0,4.0
1960-09-07,My Love,Nat King Cole-Stan Kenton,47.0,62.0,7.0
1960-09-07,I'm Not Afraid,Ricky Nelson,63.0,63.0,2.0
1960-09-07,"The Wreck Of The ""John B""",Jimmie Rodgers,64.0,64.0,7.0
1960-09-07,My Love For You,Johnny Mathis,65.0,65.0,3.0
1960-09-07,I Walk The Line,Jaye P. Morgan,66.0,66.0,3.0
1960-09-07,I Want To Be Wanted,Brenda Lee,67.0,67.0,1.0
1960-09-07,This Bitter Earth,Dinah Washington,24.0,68.0,13.0
1960-09-07,Malagueña,Connie Francis,59.0,69.0,4.0
1960-09-07,A Kookie Little Paradise,Jo Ann Campbell,70.0,70.0,5.0
1960-09-07,Let's Think About Living,Bob Luman,71.0,71.0,2.0
1960-09-07,And Now,Della Reese,72.0,72.0,2.0
1960-09-07,No,Dodie Stevens,73.0,73.0,6.0
1960-09-07,Run Samson Run,Neil Sedaka,74.0,74.0,2.0
1960-09-07,Sleep,Little Willie John,75.0,75.0,2.0
1960-09-07,How High The Moon (Part 1),Ella Fitzgerald,76.0,76.0,5.0
1960-09-07,(You've Got To) Move Two Mountains,Marv Johnson,77.0,77.0,2.0
1960-09-07,Put Your Arms Around Me Honey,Fats Domino,78.0,78.0,2.0
1960-09-07,This Old Heart,James Brown And The Famous Flames,79.0,79.0,3.0
1960-09-07,"Yes Sir, That's My Baby",Ricky Nelson,80.0,80.0,1.0
1960-09-07,Since I Met You Baby,Bobby Vee,81.0,81.0,1.0
1960-09-07,Rocking Goose,Johnny And The Hurricanes,82.0,82.0,2.0
1960-09-07,Brontosaurus Stomp,The Piltdown Men,83.0,83.0,1.0
1960-09-07,Many A Wonderful Moment,Rosemary Clooney,84.0,84.0,3.0
1960-09-07,Journey Of Love,The Crests featuring Johnny Mastro,85.0,85.0,1.0
1960-09-07,Kommotion,Duane Eddy,78.0,86.0,4.0
1960-09-07,Come Back,Jimmy Clanton,85.0,87.0,4.0
1960-09-07,Shortnin' Bread,Paul Chaplain and his Emeralds,82.0,88.0,3.0
1960-09-07,Tonight's The Night,The Chiffons,89.0,89.0,1.0
1960-09-07,Kookie Little Paradise,The Tree Swingers,73.0,90.0,5.0
1960-09-07,The Lovin' Touch,Mark Dinning,91.0,91.0,3.0
1960-09-07,The Old Oaken Bucket,Tommy Sands,73.0,92.0,4.0
1960-09-07,Nobody Knows You When You're Down And Out,Nina Simone,93.0,93.0,2.0
1960-09-07,A Teenager Feels It Too,Denny Reed,94.0,94.0,3.0
1960-09-07,Five Brothers,Marty Robbins,95.0,95.0,1.0
1960-09-07,Don't Be Cruel,Bill Black's Combo,96.0,96.0,1.0
1960-09-07,Tonights The Night,The Shirelles,97.0,97.0,1.0
1960-09-07,Shimmy Like Kate,The Olympics,98.0,98.0,1.0
1960-09-07,Just Call Me (And I'll Understand),Lloyd Price and His Orchestra,99.0,99.0,1.0
1960-09-07,Time Machine,Dante and the Evergreens,100.0,100.0,1.0
1960-09-14,The Twist,Chubby Checker,1.0,1.0,8.0
1960-09-14,My Heart Has A Mind Of Its Own,Connie Francis,2.0,2.0,6.0
1960-09-14,It's Now Or Never,Elvis Presley With The Jordanaires,1.0,3.0,10.0
1960-09-14,Mr. Custer,Larry Verne,4.0,4.0,4.0
1960-09-14,Chain Gang,Sam Cooke,5.0,5.0,6.0
1960-09-14,Walk -- Don't Run,The Ventures,2.0,6.0,10.0
1960-09-14,Kiddio,Brook Benton,7.0,7.0,7.0
1960-09-14,Yogi,The Ivy Three,8.0,8.0,7.0
1960-09-14,Volare,Bobby Rydell,4.0,9.0,10.0
1960-09-14,A Million To One,Jimmy Charles and The Revelletts,10.0,10.0,5.0
1960-09-14,So Sad (To Watch Good Love Go Bad),The Everly Brothers,11.0,11.0,3.0
1960-09-14,Theme From The Apartment,Ferrante & Teicher,10.0,12.0,9.0
1960-09-14,Dreamin',Johnny Burnette,11.0,13.0,9.0
1960-09-14,Mission Bell,Donnie Brooks,7.0,14.0,15.0
1960-09-14,Devil Or Angel,Bobby Vee,15.0,15.0,8.0
1960-09-14,The Same One,Brook Benton,16.0,16.0,5.0
1960-09-14,Pineapple Princess,Annette With The Afterbeats,17.0,17.0,6.0
1960-09-14,Save The Last Dance For Me,The Drifters,18.0,18.0,3.0
1960-09-14,Finger Poppin' Time,Hank Ballard And The Midnighters,7.0,19.0,19.0
1960-09-14,In My Little Corner Of The World,Anita Bryant,10.0,20.0,11.0
1960-09-14,Over The Rainbow,The Demensions,16.0,21.0,12.0
1960-09-14,Three Nights A Week,Fats Domino,22.0,22.0,3.0
1960-09-14,You Mean Everything To Me,Neil Sedaka,22.0,23.0,7.0
1960-09-14,I'm Sorry,Brenda Lee,1.0,24.0,17.0
1960-09-14,Itsy Bitsy Teenie Weenie Yellow Polkadot Bikini,Brian Hyland,1.0,25.0,12.0
1960-09-14,Hot Rod Lincoln,Johnny Bond,26.0,26.0,7.0
1960-09-14,Lucille,The Everly Brothers,27.0,27.0,3.0
1960-09-14,The Twist,Hank Ballard And The Midnighters,28.0,28.0,10.0
1960-09-14,(You Were Made For) All My Love,Jackie Wilson,12.0,29.0,11.0
1960-09-14,Only The Lonely (Know How I Feel),Roy Orbison,2.0,30.0,16.0
1960-09-14,Never On Sunday,Don Costa And His Orchestra And Chorus,26.0,31.0,7.0
1960-09-14,Hello Young Lovers,Paul Anka,23.0,32.0,8.0
1960-09-14,I Want To Be Wanted,Brenda Lee,33.0,33.0,2.0
1960-09-14,Anymore,Teresa Brewer,34.0,34.0,7.0
1960-09-14,Image Of A Girl,Safaris with The Phantom's Band,6.0,35.0,16.0
1960-09-14,Ta Ta,Clyde McPhatter,23.0,36.0,10.0
1960-09-14,"A Woman, A Lover, A Friend",Jackie Wilson,15.0,37.0,11.0
1960-09-14,I'm Not Afraid,Ricky Nelson,38.0,38.0,3.0
1960-09-14,Honest I Do,The Innocents,39.0,39.0,6.0
1960-09-14,"Please Help Me, I'm Falling",Hank Locklin,8.0,40.0,18.0
1960-09-14,It Only Happened Yesterday,Jack Scott,38.0,41.0,8.0
1960-09-14,(I Can't Help You) I'm Falling Too,Skeeter Davis,39.0,42.0,5.0
1960-09-14,"Yes Sir, That's My Baby",Ricky Nelson,43.0,43.0,2.0
1960-09-14,Walking To New Orleans,Fats Domino,6.0,44.0,14.0
1960-09-14,Hot Rod Lincoln,Charlie Ryan and the Timberline Riders,33.0,45.0,17.0
1960-09-14,I Love You In The Same Old Way,Paul Anka,40.0,46.0,8.0
1960-09-14,(I Do The) Shimmy Shimmy,Bobby Freeman,46.0,47.0,6.0
1960-09-14,Run Samson Run,Neil Sedaka,48.0,48.0,3.0
1960-09-14,A Fool In Love,Ike & Tina Turner,47.0,49.0,4.0
1960-09-14,You're Looking Good,Dee Clark,50.0,50.0,6.0
1960-09-14,Let's Have A Party,Wanda Jackson,51.0,51.0,4.0
1960-09-14,If I Can't Have You,Etta & Harvey,52.0,52.0,8.0
1960-09-14,Big Boy Pete,The Olympics,50.0,53.0,12.0
1960-09-14,Let The Good Times Roll,Shirley & Lee,48.0,54.0,3.0
1960-09-14,Malagueña,Connie Francis,55.0,55.0,5.0
1960-09-14,Let's Think About Living,Bob Luman,56.0,56.0,3.0
1960-09-14,My Shoes Keep Walking Back To You,Guy Mitchell,45.0,57.0,8.0
1960-09-14,Put Your Arms Around Me Honey,Fats Domino,58.0,58.0,3.0
1960-09-14,A Mess Of Blues,Elvis Presley With The Jordanaires,32.0,59.0,9.0
1960-09-14,Diamonds And Pearls,The Paradons,60.0,60.0,5.0
1960-09-14,A Kookie Little Paradise,Jo Ann Campbell,61.0,61.0,6.0
1960-09-14,Mule Skinner Blues,The Fendermen,5.0,62.0,18.0
1960-09-14,My Love For You,Johnny Mathis,63.0,63.0,4.0
1960-09-14,Lisa,Jeanne Black,43.0,64.0,9.0
1960-09-14,Sleep,Little Willie John,65.0,65.0,3.0
1960-09-14,(You've Got To) Move Two Mountains,Marv Johnson,66.0,66.0,3.0
1960-09-14,Nice 'N' Easy,Frank Sinatra,60.0,67.0,4.0
1960-09-14,I Walk The Line,Jaye P. Morgan,66.0,68.0,4.0
1960-09-14,Feel So Fine,Johnny Preston,14.0,69.0,14.0
1960-09-14,Shimmy Like Kate,The Olympics,70.0,70.0,2.0
1960-09-14,"The Wreck Of The ""John B""",Jimmie Rodgers,64.0,71.0,8.0
