title,title_spotify,artist,album,colab,id,release_date,peak_rank,peak_date,peak_year,lustrum,weeks,sp_popularity,tempo,duration,key,mode,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,before_1964,release_year
And The Heavens Cried,I Wouldn't Have Missed It For The World,Ronnie Savoy,There's No Gettin' Over Me,N,7sNKhnl4MZnHdMzvmC4jG5,1981-08-01,84.0,1961-01-04,1961,1960-1964,2.0,54.0,114.003,217.827,7.0,1.0,0.663,0.511,-10.843,0.0259,0.0637,1.09e-06,0.101,0.579,True,1981
Angel Face,Angel Face,Jimmy Darren,Jimmy's Tunes,N,09hI5vUjGsHQARTB3rjTsB,1999-01-01,47.0,1959-07-29,1959,1955-1959,8.0,23.0,73.314,155.2,7.0,1.0,0.481,0.461,-5.262,0.0299,0.755,0.0,0.0998,0.716,True,1999
Angela Jones,Angela Dangerlove,Johnny Ferguson,Crimes of Passion,N,1GcFzch0H2ISYaIouviZlU,2004-02-10,27.0,1960-02-17,1960,1960-1964,15.0,23.0,143.949,320.053,2.0,1.0,0.757,0.449,-8.33,0.0294,0.546,0.000952,0.139,0.313,True,2004
Anna,"""Ich habe gehen gelernt: seitdem lasse ich mich laufen""",Jorgen Ingmann & His Guitar,Zwischenraum,Y,1JqAYsFiMnW1wCdajdOO7C,2024-02-23,54.0,1961-05-17,1961,1960-1964,6.0,38.0,119.637,119.118,6.0,0.0,0.429,0.145,-18.171,0.0457,0.988,0.951,0.0954,0.0744,True,2024
Another Sleepless Night,Another Sleepless Night,Jimmy Clanton,This Is Jimmy Clanton,N,1sbUdoRASGk8sOqCCCTlcB,1998-01-01,22.0,1960-04-20,1960,1960-1964,13.0,53.0,79.978,131.267,5.0,1.0,0.58,0.306,-9.484,0.0296,0.73,0.0,0.157,0.72,True,1998
Anthony Boy,Anthony Boy,Chuck Berry,Berry Is On Top,N,43Nyh6ndafXIC9pdiQtmMn,1959-07-01,60.0,1959-02-11,1959,1955-1959,5.0,24.0,118.266,114.04,0.0,1.0,0.666,0.527,-12.54,0.0694,0.868,0.0,0.306,0.962,True,1959
Anymore,Anymore,Teresa Brewer,A Sweet Old-Fashioned Girl,N,1XEBWsT7jv8xm4OxyUb1h1,1995-01-01,31.0,1960-08-03,1960,1960-1964,16.0,3.0,122.784,141.467,7.0,1.0,0.484,0.377,-11.145,0.0365,0.879,0.0,0.63,0.539,True,1995
Apache,Apache,Jorgen Ingmann & His Guitar,Atlantic 60th: Instrumental Jams,N,0FKNRNN2mcY9dBjenoxbeY,2007-10-30,2.0,1961-03-01,1961,1960-1964,17.0,28.0,129.089,175.52,9.0,0.0,0.644,0.492,-13.646,0.0468,0.894,0.922,0.117,0.248,True,2007
Apple Green,June Apple,June Valli,Carling & Will,N,6jnHoN690TZqPAJ1OMHiPN,2017-05-16,29.0,1960-03-02,1960,1960-1964,13.0,22.0,132.265,124.0,10.0,1.0,0.422,0.416,-12.317,0.0336,0.871,0.868,0.106,0.685,True,2017
Are You Lonesome To-night?,Crazy - Single Version,Elvis Presley With The Jordanaires,Showcase,Y,3zpj9dvJABiyMrmLCPw6i8,1961-11-27,1.0,1960-11-09,1960,1960-1964,16.0,66.0,107.796,164.573,10.0,1.0,0.471,0.021,-24.385,0.0366,0.931,1.19e-06,0.103,0.356,True,1961
Are You Lonesome Tonight,Are You Lonesome Tonight,Jaye P. Morgan,Zach Top,N,5j8nDrdRjiFfTtClB84Bto,2022-05-13,65.0,1959-02-04,1959,1955-1959,6.0,52.0,108.974,164.293,0.0,1.0,0.709,0.535,-8.366,0.0307,0.592,4.24e-06,0.146,0.833,True,2022
Are You Really Mine,Are You Really Mine,Jimmie Rodgers,I'm Falling In Love Again,N,3pHJK4HfvJ8nddZfsxMwTB,2020-02-27,10.0,1958-01-01,1958,1955-1959,13.0,28.0,101.869,148.533,5.0,0.0,0.699,0.203,-16.538,0.0319,0.762,0.0,0.078,0.537,True,2020
Artificial Flowers,Artificial Flowers,Bobby Darin,The Ultimate Bobby Darin,N,7LRlsrrX3IT7nyLUz1fT94,2004-11-23,20.0,1960-09-21,1960,1960-1964,12.0,27.0,175.203,198.773,10.0,1.0,0.36,0.577,-6.611,0.0677,0.692,0.0,0.143,0.837,True,2004
As If I Didn't Know,As If I Didn'T Know,Adam Wade,"Cheatin' Hearts & Crazy Arms - Soul Country Tunes, Vol. 3",N,1jJ1GmnCRdy3cwaeU8KaCb,2022-08-01,14.0,1961-07-19,1961,1960-1964,5.0,1.0,105.383,180.427,4.0,1.0,0.414,0.382,-9.904,0.0341,0.524,0.0,0.396,0.479,True,2022
As Time Goes By,I Can See Clearly Now,Johnny Nash,The Best Of,N,30SCXVFyQGOFMdKnbgJS18,1996-05-04,43.0,1959-03-11,1959,1955-1959,11.0,58.0,124.227,166.933,2.0,1.0,0.658,0.468,-13.19,0.0493,0.521,8.38e-05,0.066,0.684,True,1996
Asia Minor,Kokomo (45 Version),Kokomo,Kokomo (45 Version),N,1IDxZRTxyr1nBuHVWhyBte,2017-12-29,8.0,1961-02-15,1961,1960-1964,14.0,16.0,203.532,122.653,7.0,0.0,0.377,0.65,-8.765,0.0331,0.164,0.00613,0.306,0.929,True,2017
At My Front Door,At My Front Door,Dee Clark,Rain Drops,N,4VfHt3eRQcXo50kWdtdcXV,1993-01-01,56.0,1960-03-09,1960,1960-1964,7.0,1.0,177.308,160.537,10.0,1.0,0.405,0.583,-11.908,0.0829,0.773,0.0,0.3,0.669,True,1993
Baby (You've Got What It Takes),"Baby, You’ve Got What It Takes",Dinah Washington & Brook Benton,The Complete Dinah Washington On Mercury Vol. 6 (1958-1960),Y,1kxk1MnNnKBEQZdTrByDic,1989-01-01,5.0,1960-01-20,1960,1960-1964,15.0,46.0,132.297,168.0,3.0,1.0,0.701,0.454,-11.871,0.0409,0.834,0.000138,0.449,0.819,True,1989
Baby Blue,Baby Blue,The Echoes,Goldisc Records From The Vault Volume 1,N,5Kt64y0teh7Y23o8JHNC8l,2006-02-13,12.0,1961-03-01,1961,1960-1964,12.0,24.0,132.368,156.813,7.0,1.0,0.5,0.373,-13.548,0.0275,0.779,0.0,0.0667,0.727,True,2006
Baby Face,Baby Face,Little Richard,The Essential Little Richard,N,5Ttwn2VJRE5cqj7SlyhieC,1985-01-01,41.0,1958-09-10,1958,1955-1959,10.0,24.0,107.427,135.133,10.0,1.0,0.616,0.527,-8.81,0.0311,0.128,0.0,0.176,0.493,True,1985
Baby Sittin' Boogie,Baby Sittin' Boogie,Buzz Clifford,Baby Sittin' with Buzz Clifford,N,759mOolQH5z1Qn0aVnbZiV,1961-05-26,6.0,1961-01-04,1961,1960-1964,14.0,21.0,139.909,127.4,6.0,1.0,0.549,0.457,-11.628,0.0711,0.963,1.18e-05,0.209,0.923,True,1961
Baby Talk,Baby Talk,Jan & Dean,Golden Hits (Vol. 1),N,2aBNUHJEIZhNePKpCEBAW0,1962-01-01,10.0,1959-07-29,1959,1955-1959,12.0,20.0,104.863,145.8,11.0,0.0,0.496,0.463,-14.526,0.0283,0.786,0.0,0.306,0.566,True,1962
Baby You're So Fine,Baby You're so Fine,Mickey & Sylvia,Presenting Mickey & Sylvia,N,2cKL7aoaaDJWNlDbpKwmuW,1955-03-11,88.0,1961-07-19,1961,1960-1964,1.0,1.0,144.171,153.8,5.0,1.0,0.504,0.939,-8.896,0.0561,0.296,0.88,0.654,0.88,True,1955
Baciare Baciare (Kissing Kissing),Misty Blue,Dorothy Collins,Misty Blue,N,20JcxdRw8gvqTY1EEpYxHb,1976-03-01,43.0,1959-12-16,1959,1955-1959,10.0,52.0,173.365,222.4,3.0,1.0,0.394,0.243,-14.664,0.0302,0.658,0.00603,0.085,0.504,True,1976
Back Beat No. 1,Back Beat No. 1,The Rondels,Grinding Raunchy Rockers From the '50s,N,5enF57d5Q3a3lL02B3VmUe,2018-09-28,72.0,1961-07-19,1961,1960-1964,2.0,7.0,116.243,132.893,0.0,1.0,0.551,0.922,-6.014,0.0361,0.579,0.709,0.274,0.461,True,2018
Back In The U.S.A.,Back In The U.S.A.,Chuck Berry,Chuck Berry Twist,N,114gCJP9NGrrs5gjPU8RTi,1962-01-01,37.0,1959-06-17,1959,1955-1959,8.0,39.0,170.011,146.893,8.0,1.0,0.592,0.823,-6.165,0.0848,0.768,0.000541,0.0827,0.962,True,1962
Bad Boy,Bad Boy,Marty Wilde,Marty: A Lifetime In Music 1957-2019,N,19i5F6KdCVpClxFHvIwNa3,2019-06-07,45.0,1960-02-03,1960,1960-1964,8.0,16.0,130.209,143.147,9.0,1.0,0.579,0.323,-11.462,0.036,0.414,1.39e-05,0.142,0.518,True,2019
Bad Girl,Bad Girl (Remastered 2022),The Miracles,Everybody's Gotta Pay Some Dues (Remastered 2022),N,7rXysDaMfN8j4EiTNQdMSu,1961-01-10,93.0,1959-09-30,1959,1955-1959,2.0,18.0,99.145,162.72,7.0,1.0,0.396,0.278,-12.093,0.0267,0.714,1.93e-05,0.277,0.222,True,1961
Bad Man Blunder,Bad Man's Blunder - Remastered,The Kingston Trio,The Capitol Collector's Series,N,1mzAgAg2Bd4AMwphrbIIMv,1990-06-18,37.0,1960-06-15,1960,1960-1964,10.0,13.0,174.043,159.227,4.0,1.0,0.461,0.347,-18.178,0.117,0.797,0.0,0.081,0.701,True,1990
Ballad Of A Girl And Boy,Ballad of Girl and Boy,Graduates,"Philadelphia's Doo-Wop Sound - Swan Masters, Vol. 1",Y,534etGne7iqehs8ZuGaf3n,1996-02-01,74.0,1959-03-04,1959,1955-1959,3.0,1.0,96.823,163.133,6.0,1.0,0.384,0.342,-8.285,0.0281,0.907,0.0,0.113,0.499,True,1996
Ballad Of The Alamo,Ballad Of The Alamo,Marty Robbins,More Greatest Hits,N,5uWTiJ1Ce5z5TcQLGZ6Tec,1991-08-01,34.0,1960-10-12,1960,1960-1964,13.0,42.0,105.6,220.4,3.0,0.0,0.646,0.49,-10.475,0.0554,0.843,0.0,0.12,0.783,True,1991
Banjo Boy,Banjo Boy,Jan And Kjeld,Das Waren Schlager 3,N,4JRQGrFU6ZDybSxXatJuIm,2023-05-24,58.0,1960-06-08,1960,1960-1964,7.0,1.0,168.328,149.387,10.0,1.0,0.46,0.562,-6.406,0.0452,0.778,0.0,0.0741,0.773,True,2023
Barbara,Symphony No. 9 ”Celestial Symphony”: III. Temptations,The Temptations,"Music of Barbara Harbach, Vol. 11: Orchestral Music III - Portraits in Sound",Y,325w4BD9TCtfUgRvGM7rn7,2016-10-18,29.0,1960-04-13,1960,1960-1964,10.0,0.0,75.072,284.747,0.0,0.0,0.275,0.107,-19.574,0.0342,0.846,0.382,0.0919,0.31,True,2016
Barbara-Ann,Barbara Ann,The Regents,Barbara-Ann,N,44iYHhqsZumnQedqNtOK6x,2006-01-24,13.0,1961-05-10,1961,1960-1964,10.0,35.0,167.541,135.507,5.0,1.0,0.264,0.453,-13.253,0.0356,0.85,0.0,0.245,0.695,True,2006
Battle Hymn Of The Republic,Battle Hymn of the Republic,The Mormon Tabernacle Choir,The Mormon Tabernacle Choir's Greatest Hits - 22 Best-Loved Favorites,Y,4ulHm2QEjdr4EkuFQ2rP9h,1992-06-02,13.0,1959-09-02,1959,1955-1959,16.0,40.0,118.147,284.307,10.0,1.0,0.35,0.156,-18.86,0.0382,0.918,8.13e-06,0.162,0.179,True,1992
Battle Of Gettysburg,Battle of Gettysburg,Fred Darian,Battle of Gettysburg / Johnny Willow,N,7HkFPQouWNbR5lpHf0PtSH,2015-09-11,100.0,1961-02-22,1961,1960-1964,1.0,0.0,112.708,152.212,4.0,0.0,0.659,0.85,-11.322,0.0846,0.597,0.0,0.414,0.587,True,2015
"Baubles, Bangles And Beads",Kirby Down B,The Kirby Stone Four,The Yuppies are Winning,N,5jvm5wPPPqTlpFyjlZhXTE,2023-07-27,50.0,1958-01-01,1958,1955-1959,3.0,49.0,107.717,260.5,6.0,1.0,0.415,0.919,-3.879,0.0413,0.00012,0.000466,0.365,0.287,True,2023
Be Bop A-Lula,Be Bop A-Lula,The Everly Brothers,The Everly Brothers,N,1qCdquEdb78VKiSlC7Njbu,1958-01-01,74.0,1960-07-06,1960,1960-1964,5.0,20.0,149.777,139.133,5.0,1.0,0.549,0.748,-8.317,0.034,0.82,0.0,0.341,0.934,True,1958
Be My Boy,Be My Boy,Paris Sisters,The Paris Sisters,N,3zc6QLM7cXNwVED2oDLOQW,1961-11-26,56.0,1961-04-19,1961,1960-1964,5.0,17.0,182.84,118.933,1.0,1.0,0.327,0.267,-8.724,0.0317,0.906,2.27e-06,0.0914,0.365,True,1961
Be My Guest,Be My Guest,Fats Domino,The Complete Imperial Singles,N,5UNgEkAGHeLHvAVNdi4okj,2017-04-28,8.0,1959-10-21,1959,1955-1959,14.0,25.0,147.72,118.066,10.0,1.0,0.573,0.725,-5.074,0.0301,0.314,1.12e-05,0.203,0.963,True,2017
Beach Time,Beach Time,Roger Smith,Go Crazy! Hard To Find Jukebox Hits,N,0Rd9eBtumJxey9clCuexZt,2017-01-20,64.0,1959-06-24,1959,1955-1959,8.0,3.0,129.141,119.467,8.0,1.0,0.564,0.287,-13.285,0.0448,0.742,0.0,0.106,0.582,True,2017
Beachcomber,Beachcomber,Bobby Darin,Sing & Swing with Bobby Darin,N,1PhAHwHFnCVMgIl1ObdkNN,2007-10-30,100.0,1960-08-31,1960,1960-1964,1.0,4.0,127.874,136.853,0.0,1.0,0.615,0.396,-14.177,0.0315,0.965,0.728,0.113,0.674,True,2007
Beatnik Fly,Beatnik Fly,Johnny And The Hurricanes,Rock 'N' Roll Legend: Johnny And The Hurricanes,N,3uHrMzdYjAUbINHGTh7M5S,2008-01-01,15.0,1960-02-10,1960,1960-1964,13.0,14.0,88.364,129.667,5.0,1.0,0.541,0.62,-15.603,0.0332,0.888,0.288,0.12,0.931,True,2008
Beautiful Delilah,Beautiful Delilah,Chuck Berry,The Chess Box,N,1ultsQiZijr0ZdwKqCsGPn,1988-01-01,81.0,1958-01-01,1958,1955-1959,1.0,9.0,106.376,135.24,0.0,1.0,0.816,0.613,-13.703,0.0431,0.7,5.37e-05,0.106,0.957,True,1988
Beautiful Obsession,A Beautiful Distraction,Sir Chauncey and his exciting strings,Waking the Muse,N,5bt2seEMbgOkzkmTMwgTKu,2013-05-15,89.0,1960-04-20,1960,1960-1964,4.0,44.0,71.055,216.973,0.0,1.0,0.261,0.118,-21.228,0.0418,0.969,0.913,0.0911,0.0528,True,2013
Because They're Young,Because They're Young (Rerecorded),Duane Eddy And The Rebels,Duane Eddy - His Very Best Twang,N,6TeMOkAm5GethXDSfjkkd3,2008-03-29,4.0,1960-05-18,1960,1960-1964,15.0,14.0,121.62,116.68,4.0,1.0,0.581,0.644,-10.684,0.0397,0.526,0.957,0.606,0.953,True,2008
Because You're Young,Because You're Young,Jimmie Rodgers,Honeycomb,N,6dcviqcIYX4PipTIa1tSUJ,2021-01-15,62.0,1959-03-04,1959,1955-1959,5.0,0.0,96.166,146.533,3.0,1.0,0.403,0.0784,-14.819,0.0311,0.884,0.0,0.0764,0.228,True,2021
Beep Beep,Beep Beep,The Playmates,Right Said Fred: A Barrel Of Laughs,N,5dDwT5cisTZakuzbYUjxFf,2017-03-03,4.0,1958-10-29,1958,1955-1959,15.0,29.0,76.545,150.213,4.0,0.0,0.52,0.503,-6.289,0.276,0.724,0.0,0.226,0.759,True,2017
Before I Grow Too Old,Before I Grow Too Old - Remastered 2002,Fats Domino,The Complete Imperial Singles,N,46HWAi2wZzWQaRuSuX7Kdu,2017-04-28,84.0,1960-05-04,1960,1960-1964,2.0,6.0,71.602,152.101,5.0,1.0,0.364,0.647,-5.469,0.0394,0.202,0.0,0.114,0.829,True,2017
Bei Mir Bist Du Schön,Buona Sera - Remastered 1999,Louis Prima And Keely Smith,"Wild, Cool & Swingin'",Y,0jbrk06CS9siNsEcx6CgCD,1999-01-01,69.0,1959-07-01,1959,1955-1959,6.0,41.0,95.248,179.493,3.0,1.0,0.539,0.37,-11.355,0.0566,0.748,0.0,0.0495,0.846,True,1999
Believe Me,Believe Me,Royal Teens,Short Shorts,N,4Erx2XUDpRpw2BR140o4Kr,2022-01-01,26.0,1959-10-21,1959,1955-1959,15.0,9.0,153.69,151.44,0.0,1.0,0.404,0.525,-6.696,0.0374,0.874,0.00247,0.161,0.576,True,2022
"Bells, Bells, Bells (The Bell Song)","Bells, Bells, Bells (The Bell Song)",Billy & Lillie,La Dee Dah and Other Hits!,N,2JMHqwj6f4lHd83VlVaTjm,2023-05-05,88.0,1959-07-08,1959,1955-1959,6.0,0.0,121.77,123.113,7.0,1.0,0.701,0.551,-13.741,0.0317,0.644,2.19e-06,0.491,0.974,True,2023
Besame Mucho (Part I),Besame Mucho (Pt. I) - 2007 Remaster; Remastered,The Coasters,There's A Riot Goin' On: The Coasters On Atco,N,0giG9rN3UBRB0qyM6MWOU3,2007-12-07,70.0,1960-04-27,1960,1960-1964,3.0,9.0,137.341,136.507,5.0,0.0,0.694,0.599,-8.731,0.0419,0.448,0.0,0.26,0.97,True,2007
Better Tell Him No,Better Tell Him No,The Starlets,Rock Essentials,N,5tscs7pvEkhPtZS2Bi1Q0p,2015-01-15,38.0,1961-04-19,1961,1960-1964,13.0,1.0,87.096,153.307,8.0,1.0,0.413,0.628,-4.441,0.0522,0.739,0.0,0.608,0.865,True,2015
Betty Lou Got A New Pair Of Shoes,Betty Lou Got A New Pair Of Shoes,Bobby Freeman,Do You Wanna Dance,N,7h7U3OYppI7HpgFqCc2VZ3,2005-05-17,37.0,1958-01-01,1958,1955-1959,9.0,9.0,165.836,149.2,2.0,1.0,0.427,0.617,-13.57,0.0475,0.217,0.0,0.151,0.926,True,2005
Betty My Angel,Oh My Angel,Jerry Fuller,Goodies Old Is New: Come Dance With Me,N,6WGFdJ3lRB7e0VDNEzpiAh,2004-01-02,90.0,1959-08-26,1959,1955-1959,2.0,43.0,95.467,142.853,0.0,1.0,0.451,0.367,-7.147,0.0251,0.84,5.29e-05,0.183,0.237,True,2004
Beyond The Sunset,Beyond The Sunset,Pat Boone,Hymns We Love (Expanded Edition),N,4prEHLIcYHjNhYYKeoit8M,1957-11-01,71.0,1959-11-25,1959,1955-1959,5.0,4.0,87.9,149.693,2.0,1.0,0.293,0.0602,-18.437,0.0347,0.956,7.12e-05,0.157,0.252,True,1957
Big Big World,Big Big World,Johnny Burnette,Sings,Y,2IlixBikcetbEkhRZb0S19,1961-02-23,58.0,1961-04-26,1961,1960-1964,7.0,8.0,112.241,143.067,4.0,1.0,0.617,0.322,-10.969,0.0314,0.521,0.0,0.222,0.606,True,1961
Big Bopper's Wedding,Big Bopper's Wedding,Big Bopper,Chantilly Lace,N,5ZWuiWcMTBohMTTfdD5qys,1958-01-01,38.0,1958-12-03,1958,1955-1959,7.0,31.0,94.943,132.04,10.0,1.0,0.621,0.86,-5.977,0.0965,0.796,0.0,0.0595,0.969,True,1958
Big Boss Man,Big Boss Man,Jimmy Reed,Found Love,N,7LhYCokNBDYsVF0A0x95Pc,1960-01-01,78.0,1961-05-24,1961,1960-1964,3.0,33.0,78.11,170.319,9.0,1.0,0.706,0.473,-12.673,0.0298,0.492,0.00627,0.0832,0.92,True,1960
Big Boy Pete,Big Boy Pete '65,The Olympics,Big Boy Pete '65,N,1JHfWKOBHAy3BDtXDRRmT6,1960-03-02,50.0,1960-05-18,1960,1960-1964,14.0,13.0,131.495,149.123,10.0,1.0,0.616,0.736,-9.156,0.058,0.828,0.0156,0.117,0.818,True,1960
Big Brown Eyes,Brown Eyes Baby,The Redjacks,Brown Eyes Baby,N,5JLf54f83nJrxD4IhFaLl7,2022-07-08,84.0,1958-09-10,1958,1955-1959,2.0,56.0,141.972,224.333,8.0,1.0,0.565,0.823,-4.973,0.0328,0.232,3.89e-06,0.0715,0.522,True,2022
Big Cold Wind,Big Cold Wind,Pat Boone,Pat Boone's Golden Hits Featuring Speedy Gonzales,N,1HJD2ASupHxWutYU2E5xH6,1962-08-01,76.0,1961-07-19,1961,1960-1964,1.0,1.0,136.059,131.653,7.0,1.0,0.732,0.553,-8.021,0.0394,0.744,0.0,0.223,0.826,True,1962
Big Daddy,Big Daddy - Performed Live On The Ed Sullivan Show 12/7/58,Jill Corey,Big Daddy (Performed Live On The Ed Sullivan Show/1958),N,5BTL9AWVWz8BMLm8I9uXwg,2010-01-01,96.0,1958-08-27,1958,1955-1959,2.0,0.0,102.108,151.051,5.0,1.0,0.412,0.241,-14.8,0.0441,0.995,0.328,0.173,0.395,True,2010
Big Man,Big Man,The Four Preps,"The Single Collection, Vol. 1",N,0KayDFomB8iDyAdOpKfKTK,2007-11-27,67.0,1958-01-01,1958,1955-1959,1.0,30.0,125.539,143.267,3.0,1.0,0.523,0.509,-8.451,0.03,0.914,0.0,0.267,0.789,True,2007
"Big River, Big Man","Big River, Big Man",Claude King,Meet Claude King,N,4ZI24J7OFz908Ct3MJwumx,1962-07-01,94.0,1961-07-12,1961,1960-1964,1.0,25.0,150.772,147.133,3.0,1.0,0.579,0.423,-10.761,0.0355,0.816,0.0,0.0859,0.815,True,1962
Billy Bayou,Billy Bayou,Jim Reeves,The Essential Jim Reeves,N,2xEOkH1LBwKvPHVbdPnA5c,1997-02-14,95.0,1958-12-03,1958,1955-1959,1.0,24.0,166.563,123.693,2.0,1.0,0.54,0.563,-10.649,0.0787,0.676,0.0,0.149,0.895,True,1997
Bimbombey,Bimbombey,Jimmie Rodgers,I'm Falling In Love Again,N,3FBY6gxAJjcJHwkKIGblEY,2020-02-27,11.0,1958-11-05,1958,1955-1959,16.0,25.0,89.57,137.6,11.0,1.0,0.718,0.404,-11.029,0.0314,0.502,0.0,0.0656,0.79,True,2020
Biology,Tell Me,Danny Valentino,Disturbing Tha Peace Presents Bobby Valentino,N,6kLZ1DzSxBkNVvdQm6CX0N,2005-01-01,95.0,1960-06-01,1960,1960-1964,2.0,57.0,95.038,260.067,4.0,0.0,0.652,0.798,-5.303,0.0512,0.44,0.00233,0.298,0.531,True,2005
Bird Dog,Bird Dog,The Everly Brothers,The Very Best of The Everly Brothers,N,2ZCkqAo0tzzCVOth7ityh5,1964-08-01,2.0,1958-01-01,1958,1955-1959,18.0,41.0,141.194,136.427,11.0,1.0,0.658,0.706,-9.076,0.0354,0.686,2.18e-06,0.166,0.965,True,1964
"Blah, Blah, Blah","Blah, Blah, Blah",Nicola Paone,"Rock and Pop Oldies Mix, Vol. 1",N,0DjvEtL6of7GNZlGvvcx1V,2015-12-17,57.0,1959-02-04,1959,1955-1959,7.0,1.0,114.135,159.347,0.0,1.0,0.653,0.179,-17.542,0.855,0.836,0.0,0.109,0.611,True,2015
Bless You,Bless You,Tony Orlando,Timeless The Big Hits,N,3SsVBEj4XR3mGqli8oKgih,2021-03-19,73.0,1961-07-19,1961,1960-1964,2.0,11.0,124.398,132.2,0.0,1.0,0.488,0.473,-12.155,0.0473,0.366,0.0,0.117,0.626,True,2021
Blue Blue Day,"Blue, Blue Day",Don Gibson,The Essential Don Gibson,N,0lgckCZ94ZjtCBpjfRL5Su,2014-03-28,32.0,1958-01-01,1958,1955-1959,8.0,34.0,100.161,113.24,4.0,1.0,0.729,0.486,-10.84,0.0299,0.794,0.0,0.192,0.978,True,2014
Blue Boy,Blue Boy,Jim Reeves,The Essential Jim Reeves,N,2UBGlXKG9XHgaHoGzNmhWf,1995-07-31,45.0,1958-01-01,1958,1955-1959,6.0,26.0,98.239,129.846,0.0,1.0,0.518,0.368,-13.846,0.0283,0.696,0.00194,0.156,0.732,True,1995
Blue Christmas,The Three Bells (Les Trois Cloches) (feat. Jim Ed Brown),The Browns Featuring Jim Edward Brown,The Essential Jim Ed Brown And The Browns (feat. Jim Ed Brown),Y,5xghdTMuqQPqtDJ0bn3zkn,1996-01-30,97.0,1960-12-14,1960,1960-1964,1.0,39.0,106.303,173.84,7.0,1.0,0.455,0.327,-10.113,0.0328,0.83,0.0,0.0997,0.324,True,1996
Blue Hawaii,Blue Hawaii,Billy Vaughn And His Orchestra,Blue Hawaii,N,53LYRp9hLdpaffCkE08HE6,1959-01-01,37.0,1958-12-24,1958,1955-1959,10.0,32.0,189.978,124.373,3.0,1.0,0.259,0.365,-9.868,0.0391,0.128,0.703,0.194,0.459,True,1959
Blue Moon,Blue Moon,The Marcels,The Best Of The Marcels,N,75ewj77lCHHLKOlyx5KvGw,1990-06-11,1.0,1961-03-01,1961,1960-1964,14.0,40.0,127.74,135.2,7.0,1.0,0.621,0.43,-11.163,0.0343,0.69,0.0,0.075,0.938,True,1990
Blue Ribbon Baby,Blue Ribbon Baby,Tommy Sands And The Raiders,Capitol Collector's Series,N,1bns9KycboRCz7VqkAbMTU,2011-01-01,50.0,1958-08-27,1958,1955-1959,11.0,2.0,94.88,106.467,8.0,1.0,0.672,0.511,-10.022,0.041,0.77,0.0,0.265,0.968,True,2011
Blue Tango,Blue Tango,Bill Black's Combo,Bill Black's Greatest Hits,N,7N29YCbJqmuQzspqfEebXr,2016-12-01,16.0,1960-11-23,1960,1960-1964,10.0,7.0,132.951,124.92,7.0,1.0,0.698,0.892,-2.343,0.0392,0.698,0.944,0.241,0.962,True,2016
Blue Tomorrow,Blue Tomorrow,Billy Vaughn And His Orchestra,Berlin Melody,N,3gDAq2qneFFcCFBVYfTqnT,1961-01-01,84.0,1961-06-07,1961,1960-1964,5.0,9.0,210.922,143.653,8.0,1.0,0.197,0.223,-15.056,0.036,0.965,0.782,0.115,0.274,True,1961
Blue Velvet,Black Velvet,The Statues,Alannah Myles,N,1KU5EHSz04JhGg3rReGJ0N,1989-03-14,84.0,1960-08-03,1960,1960-1964,3.0,71.0,91.138,287.44,8.0,1.0,0.75,0.366,-10.07,0.0321,0.271,9.57e-05,0.106,0.477,True,1989
Bluebell,Bluebell,Mitch Miller and his Orchestra and Chorus,Greatest Hits,N,7zMkgVKLTUQfbKUAiBWxdc,1990-12-05,94.0,1958-10-08,1958,1955-1959,1.0,8.0,104.869,137.044,1.0,1.0,0.637,0.895,-11.485,0.0319,0.386,0.0,0.424,0.974,True,1990
Bobby,Boston Two-Step: Bouncing Bobby,Neil Scott,From The Banks Of Loch Lomond,N,5xtEEfyUei2ojQGQzDg4g8,1998-01-01,60.0,1961-06-07,1961,1960-1964,6.0,0.0,130.565,132.4,2.0,1.0,0.687,0.496,-11.739,0.058,0.332,0.00631,0.0533,0.967,True,1998
Bobby Sox To Stockings,Bobby Sox to Stockings,Frankie Avalon,Venus,N,3QslWf6jjw6f0by37Zrupd,2018-03-22,8.0,1959-05-20,1959,1955-1959,13.0,29.0,117.758,159.949,7.0,0.0,0.608,0.405,-12.973,0.031,0.781,0.0,0.263,0.617,True,2018
Bonanza,Bonanza,Al Caiola And His Orchestra,Movie Night: Famous Soundtracks,N,2TRW0hzjNvaZi9SMVIRTIX,2014-09-22,19.0,1961-03-29,1961,1960-1964,10.0,1.0,125.631,140.453,0.0,1.0,0.465,0.56,-11.7,0.0345,0.813,0.126,0.11,0.884,True,2014
Bonaparte's Retreat,Bonaparte's Retreat,Billy Grammer,Gotta Travel On: The Very Best Of Billy Grammar,N,1tVdfp2kNy5z7Asut0g1uP,2010-10-05,50.0,1959-04-08,1959,1955-1959,9.0,2.0,88.628,126.413,7.0,1.0,0.652,0.625,-8.899,0.0332,0.875,0.00698,0.087,0.875,True,2010
Bongo Bongo Bongo,Bongo Rock,Preston Epps,Bongo Bongo Bongo,N,7ashP0HnlAkHKWEK91xx1v,1960-05-26,78.0,1960-08-10,1960,1960-1964,3.0,29.0,165.598,126.613,5.0,1.0,0.376,0.996,-8.505,0.0666,0.807,0.907,0.512,0.406,True,1960
