title,artist,weeks,peak_rank,date,id,title_spotify,album,sp_popularity,colab,release_date,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,key,mode,tempo,duration
Hardhearted Hannah,Ray Charles,4.0,55.0,1960-11-16,3nYZXTm1q3gbwEr38gmvWg,Hardhearted Hannah,True Genius,23.0,N,2021-09-10,0.539,0.271,-11.552,0.0384,0.752,0.0,0.0808,0.359,0.0,0.0,86.989,197107.0
Harlem Nocturne,The Viscounts,16.0,52.0,1959-12-23,6GROMP4q49fsqQzs8s9mCw,Harlem Nocturne - Single Version,Harlem Nocturne,28.0,N,1965-04-08,0.357,0.321,-14.848,0.0397,0.801,0.626,0.113,0.47,11.0,1.0,165.689,143387.0
Harmony,Billy Bland,2.0,91.0,1960-10-05,6UXvWxLEiR3LJ5PtAAOpN6,Harmony,Hy Weiss Presents: Old Town Records,0.0,N,2003-01-01,0.553,0.346,-10.06,0.027,0.376,0.0,0.224,0.718,0.0,1.0,111.409,143640.0
Harvey's Got A Girl Friend,Royal Teens,2.0,78.0,1958-08-06,5Qbie4S6sDDMOjwodcEhgA,Harvey's Got A Girl Friend,Short Shorts,1.0,N,2022-01-01,0.629,0.994,-3.96,0.049,0.617,0.00741,0.383,0.952,2.0,0.0,141.651,129547.0
Hats Off To Larry,Del Shannon,12.0,6.0,1961-05-31,0Eok7UwcfOhuNxBNnJzeHY,Hats off to Larry,Hats off to Del Shannon,37.0,N,1962-01-01,0.44,0.719,-4.469,0.0348,0.664,3.29e-06,0.322,0.635,11.0,1.0,79.99,122200.0
Have Mercy Baby,The Bobbettes,8.0,66.0,1960-10-05,1SZPqcSpuV6AhpiFWeXoPf,Have Mercy Baby,"Rock and Roll Vixens, Vol. 4",1.0,N,2021-04-09,0.493,0.827,-6.981,0.0825,0.423,0.0,0.181,0.903,4.0,1.0,167.286,144867.0
Have You Ever Been Lonely (Have You Ever Been Blue),Teresa Brewer,5.0,84.0,1960-11-23,7d5DaXxZVLC2aww0lDSQOs,Have You Ever Been Lonely (Have You Ever Been Blue),A Sweet Old-Fashioned Girl,22.0,N,1995-01-01,0.504,0.377,-11.852,0.033,0.887,6.97e-06,0.172,0.409,10.0,1.0,103.195,136560.0
Havin' Fun,Dion,6.0,42.0,1961-02-01,5MwAvp85J0t4PDqcQ0DLNQ,Havin' Fun,The Best Of Dion & The Belmonts,12.0,N,2005-01-01,0.357,0.364,-14.805,0.0304,0.882,0.00465,0.247,0.52,1.0,1.0,63.051,136333.0
Hawaiian War Chant,Billy Vaughn And His Orchestra,1.0,89.0,1959-03-25,3WC3qbdLfTlghj1IWSUYz0,Hawaiian War Chant,Blue Hawaii,11.0,N,1959-01-01,0.46,0.491,-8.623,0.0491,0.163,0.766,0.0926,0.947,8.0,1.0,162.002,108947.0
He Will Break Your Heart,Jerry Butler,15.0,7.0,1960-10-26,2ZJZcqM60OwgqTO1OvJpHL,He Will Break Your Heart,Aware Of Love,31.0,N,1961-01-01,0.612,0.601,-9.095,0.0425,0.22,0.0,0.446,0.692,8.0,0.0,130.939,170093.0
He'll Have To Go,Jim Reeves,23.0,2.0,1959-12-23,0HAfPU3oUhlY8VpdVAgIlt,He'll Have to Go,The Essential Jim Reeves,38.0,N,1995-07-31,0.567,0.168,-16.451,0.038,0.85,0.00106,0.109,0.198,1.0,1.0,81.331,138373.0
He'll Have To Stay,Jeanne Black,11.0,4.0,1960-04-27,4OgCE8bmGO7eatG3OuBEju,He'll Have To Stay,Lost Hits Of The 60's (All Original Artists & Versions),32.0,N,2010-01-01,0.354,0.179,-9.088,0.0355,0.953,2.54e-06,0.114,0.427,10.0,1.0,166.375,164440.0
Heart And Soul,The Cleftones,9.0,18.0,1961-05-17,5XoYj1BbiLSzBjhPoMv09C,Heart and Soul,The Best Of The Cleftones,35.0,N,2013-04-16,0.519,0.396,-8.751,0.0292,0.681,0.0,0.719,0.942,8.0,1.0,148.534,113640.0
Heartaches By The Number,Guy Mitchell,20.0,1.0,1959-09-30,0mmveflIg5uKskiCOdRV3e,Heartaches By The Number,20 Greatest Hits,48.0,N,1995-01-01,0.584,0.589,-11.203,0.0718,0.463,1.53e-05,0.069,0.842,5.0,1.0,172.484,154296.0
Heartbeat,Buddy Holly,4.0,82.0,1958-12-24,3ZiinX20GNikz3F849xTIO,Heartbeat,The Definitive Collection,44.0,Y,2006-04-18,0.617,0.346,-9.498,0.0319,0.704,0.0,0.0585,0.811,9.0,1.0,151.057,128453.0
Heartbreak (It's Hurtin' Me),Little Willie John,12.0,38.0,1960-06-01,39esfbt3aeCDPIHgnq00j6,Heartbreak (It's Hurtin' Me),28 Big Ones,8.0,N,1976,0.512,0.449,-11.717,0.0624,0.706,0.0159,0.0877,0.647,8.0,1.0,125.099,171480.0
Hearts Of Stone,Bill Black's Combo,8.0,20.0,1961-02-15,71TJl06EAYPxNJMEXBeGJ3,Hearts Of Stone,Bill Black's Combo,10.0,N,2003-01-01,0.89,0.438,-10.684,0.0438,0.164,0.926,0.0547,0.961,0.0,1.0,117.728,128413.0
Heavenly Lover,Teresa Brewer,8.0,40.0,1959-03-11,3Ywx8JnFzaoZcjf6NronPF,Heavenly Lover (Al Chiar Di Luna Porto Fortuna),A Sweet Old-Fashioned Girl,2.0,N,1995-01-01,0.579,0.296,-13.821,0.0355,0.941,2.92e-06,0.336,0.726,3.0,1.0,133.194,144427.0
Hello Mary Lou,Ricky Nelson,12.0,9.0,1961-04-26,0IMS1Za69G3KHMX4liB2Nr,Hello Mary Lou (Goodbye Heart),Greatest Love Songs,44.0,N,2008,0.559,0.78,-6.597,0.0328,0.158,6.89e-06,0.0793,0.964,9.0,1.0,98.661,139280.0
Hello Walls,Faron Young,15.0,12.0,1961-04-05,4dim8F8t01qimHOmr6S3Gd,Hello Walls,The Complete Capitol Hits Of Faron Young,52.0,N,2000-01-01,0.62,0.406,-10.421,0.0281,0.722,6.73e-06,0.114,0.695,0.0,1.0,101.489,146840.0
Hello Young Lovers,Paul Anka,12.0,23.0,1960-07-27,07VFkGPbZXEQEPqn8by1y0,"Hello, Young Lovers - Remastered",Swings For Young Lovers (Remastered),4.0,N,1960-01-01,0.397,0.432,-11.429,0.0374,0.728,0.0,0.0795,0.649,5.0,1.0,138.812,155693.0
Here Comes Summer,Jerry Keller,13.0,14.0,1959-06-24,74WWPt73TepfMube4wtoUB,Here Comes Summer - Rerecorded,"The Greatest Hits of Rock 'n' Roll, Vol. 3",13.0,N,1980-01-01,0.405,0.45,-13.275,0.0747,0.931,1.18e-05,0.399,0.848,7.0,0.0,81.707,130772.0
Here I Stand,Wade Flemons and the Newcomers,5.0,80.0,1958-12-17,3fXb7uR4CDGALrfKMkdIy3,Here I Am (feat. Ashley Hess),Here I Am,47.0,Y,2024-09-06,0.383,0.436,-8.633,0.0296,0.113,0.0,0.101,0.119,1.0,1.0,159.853,339110.0
Here's My Confession,Wyatt (Earp) McPherson,2.0,97.0,1961-05-10,5x1KVuScXh34bgvaywZOdO,Milwaukee,Half Life,62.0,N,2024-04-19,0.529,0.749,-4.598,0.0415,0.279,0.000232,0.185,0.495,11.0,0.0,83.541,179829.0
Hey Girl - Hey Boy,Oscar McLollie and Jeanette Baker,5.0,61.0,1958-01-01,5Wcd1jm10ADmZp4vP5IfDj,Hey Girl-Hey Boy,"60's Class'n'Tip Pop, Vol.2",15.0,Y,2015-01-15,0.667,0.836,-5.624,0.0304,0.652,1.44e-05,0.228,0.961,0.0,1.0,157.327,160440.0
Hey Little Girl,Dee Clark,15.0,20.0,1959-08-19,7FZNG2YGilIzt9HnOrHerw,Hey Little Girl,Quentin Tarantino's Once Upon a Time in Hollywood Original Motion Picture Soundtrack,29.0,N,2019-07-26,0.444,0.83,-7.155,0.0496,0.0018,1.13e-06,0.341,0.936,1.0,1.0,105.155,135133.0
Hey Little Lucy! (Don'tcha Put No Lipstick On),Conway Twitty,2.0,87.0,1959-05-13,5nfAOZz4UwZ5fNnZgYwcQM,Hey Little Lucy (Don't Cha Put No Lipstick On),Saturday Night With Conway Twitty,15.0,N,1959-01-01,0.528,0.764,-6.571,0.0436,0.868,0.0285,0.169,0.962,11.0,1.0,77.937,109533.0
Hey Little One,Dorsey Burnette,11.0,48.0,1960-06-01,0ju2YMoZHkyhi1KiXWyrwg,Hey Little One,Era,0.0,N,2024-06-28,0.49,0.163,-14.497,0.0313,0.724,5.66e-06,0.128,0.418,0.0,1.0,72.416,135347.0
Hide Away,Freddy King,10.0,29.0,1961-03-01,2bV2rAslNR4CjjG8CuEQhZ,Hide Away,Texas Sensation,35.0,N,1975,0.637,0.657,-10.615,0.0286,0.155,0.202,0.143,0.863,9.0,1.0,133.973,157400.0
Hideaway,The Four Esquires,17.0,21.0,1958-09-17,1W1oG50BEmDhtvN1TF2c4S,Hideaway - Julien Marchal Remix,Particle Fields Reimagined,46.0,Y,2017-03-17,0.116,0.213,-17.232,0.0369,0.738,0.954,0.116,0.14,9.0,0.0,172.32,116651.0
High Hopes,"Frank Sinatra ""and a bunch of kids""",17.0,30.0,1959-06-10,1rqqCSm0Qe4I9rUvWncaom,High Hopes,Pray for the Wicked,80.0,N,2018-06-22,0.579,0.904,-2.729,0.0618,0.193,0.0,0.064,0.681,5.0,1.0,82.014,190947.0
High School Confidential,Jerry Lee Lewis And His Pumping Piano,2.0,63.0,1958-01-01,3poeSSSKBYpa03nMafRPmX,High School Confidential,The Complete Jerry Lee Lewis On Sun,3.0,N,2022-08-05,0.623,0.887,-7.263,0.0395,0.576,0.0,0.23,0.967,10.0,1.0,92.197,148462.0
High School U.S.A.,Tommy Facenda,13.0,28.0,1959-10-14,0C8P9haQocLi6CmEwEgAUT,Hi-Heel Sneakers,Hi-Heel Sneakers,37.0,N,1964-01-01,0.593,0.521,-7.736,0.0497,0.549,0.000409,0.0565,0.761,5.0,1.0,81.415,168907.0
Hither And Thither And Yon,Brook Benton,6.0,58.0,1960-04-13,2Bj8nFSe3yy6myhOonbHCw,Hither And Thither And Yon,Greatest Hits: The Mercury Years,3.0,N,1989-01-01,0.195,0.16,-20.175,0.0344,0.802,1.04e-05,0.088,0.353,3.0,1.0,183.274,156333.0
Hold Back The Tears,The Delacardos,5.0,78.0,1961-05-31,0kWypzBUi5FRfhYqyzB00X,Hold Back the Tears,Cry Baby! The Roots Of Soul,1.0,N,2016-11-25,0.502,0.658,-5.804,0.0366,0.775,1.56e-06,0.114,0.928,5.0,0.0,133.861,123027.0
Hold It,Bill Doggett,1.0,92.0,1958-11-05,2RP00ghvfhCqwNMOXCaaIb,Hold It,The EP Collection,21.0,N,1976,0.748,0.647,-5.455,0.215,0.344,0.814,0.0869,0.745,7.0,1.0,161.554,150307.0
Honest I Do,The Innocents,10.0,28.0,1960-08-10,1clawHbnjJhCFGeBbYI2Yy,Honest I Do,Classic Innocents,2.0,N,2013-08-20,0.39,0.224,-13.197,0.0294,0.646,5.26e-05,0.185,0.151,6.0,1.0,112.352,120440.0
Honestly And Truly,Tommy Edwards,8.0,65.0,1959-10-28,3VidpAXwGIlwOZjBSSfs31,Honestly And Truly,It’s All In The Game: The Best Of Tommy Edwards,12.0,N,1994-01-01,0.538,0.386,-11.966,0.0339,0.597,0.0,0.0832,0.507,5.0,0.0,116.288,173200.0
Honey Hush,Joe Turner,9.0,53.0,1959-12-23,5ssXU6u9HqUW87W2gglY7F,Honey Hush,Big Joe Turner: The Rhythm & Blues Years,27.0,N,2005-04-19,0.472,0.592,-7.532,0.0681,0.586,0.0,0.125,0.671,7.0,0.0,169.218,162946.0
Honey Love,Narvel Felts,2.0,90.0,1960-02-03,2F4Th5TUzfOIGH3AgJprbj,Honey Love,Those Rockabilly Years,2.0,N,2015-10-07,0.52,0.69,-9.515,0.0516,0.739,0.0,0.149,0.886,9.0,1.0,146.537,126773.0
Honky Tonk (Part 2),Bill Doggett,10.0,57.0,1961-01-25,1cYRUmVpBIXfGLX3uoUTn3,Honky Tonk Parts 1 & 2,King Keeps Banging Out The Hits,7.0,N,1975,0.56,0.612,-9.065,0.035,0.339,0.855,0.123,0.651,5.0,1.0,103.89,349133.0
Honky-Tonk Girl,Johnny Cash,1.0,92.0,1960-07-20,0nMZZTQLlwcjXYZzA0QTgA,Honky-Tonk Girl,Now There Was A Song!,15.0,N,1960-01-01,0.707,0.563,-8.64,0.0267,0.363,0.000605,0.163,0.903,10.0,1.0,89.799,117733.0
Hoopa Hoola,Betty Johnson,5.0,56.0,1958-10-01,1exOXO4MAaMNR7Vqy5p0VO,Rather Be Alone,Rather Be Alone,45.0,N,2024-02-09,0.482,0.31,-10.063,0.0494,0.531,0.115,0.105,0.612,10.0,0.0,139.867,150650.0
Hop Scotch,Santo & Johnny,2.0,90.0,1961-04-12,0yK8sWD6cfrc7pGfaPIcZH,Sleep Walk,Canadian American Greatest Hits 50th Anniversary Collection,63.0,N,2012-10-25,0.779,0.212,-9.759,0.0362,0.759,0.959,0.235,0.444,10.0,0.0,94.675,145333.0
Hot Rod Lincoln,Charlie Ryan and the Timberline Riders,19.0,26.0,1960-05-04,2sZjmnS1BSoc1svOu5P8LM,Hot Rod Lincoln,Lost In The Ozone,49.0,N,1971-11-01,0.696,0.791,-13.056,0.22,0.296,0.0,0.318,0.965,4.0,1.0,130.246,164933.0
Hound Dog Man,Fabian,15.0,9.0,1959-11-11,3BmaaYnFoZc9I8zTaYNUCc,Hound Dog Man,Hold That Tiger!,3.0,N,1959-12-03,0.666,0.781,-8.287,0.0659,0.53,0.0,0.324,0.625,2.0,1.0,106.843,131613.0
House Of Bamboo,Earl Grant,3.0,88.0,1960-03-23,6JHWHuirGmD0x2PKINh0v8,House Of Bamboo,Singin' & Swingin': The Best Of Earl Grant,19.0,N,1998-01-01,0.684,0.426,-12.88,0.61,0.822,0.0,0.0966,0.906,1.0,1.0,154.228,159667.0
How About That,Dee Clark,11.0,33.0,1959-12-02,2kV7S1nOw4Jfo8rapygdmd,How About That,Rain Drops,1.0,N,1993-01-01,0.593,0.252,-15.847,0.0637,0.719,0.0,0.431,0.861,10.0,1.0,149.811,161231.0
How Deep Is The Ocean,Miss Toni Fisher,2.0,93.0,1960-04-06,7qdo6JOOaaY9LadOAhfXq7,Let's Get Down,House Of Music,55.0,Y,1996-01-01,0.907,0.645,-4.38,0.0976,0.043,0.0,0.18,0.562,7.0,1.0,103.312,299507.0
How High The Moon (Part 1),Ella Fitzgerald,5.0,76.0,1960-08-10,2cvztQuBIxwV38kg1Ydaww,How High The Moon - 1st Take,Lullabies Of Birdland,41.0,N,1954-01-01,0.678,0.467,-5.177,0.0994,0.814,0.0,0.11,0.625,5.0,0.0,112.846,195427.0
How Many Tears,Bobby Vee,4.0,63.0,1961-05-24,5gd2WpEBaSaMAcvSPaIgBj,How Many Tears,With Strings And Things,26.0,N,1961-01-01,0.633,0.522,-9.331,0.0268,0.741,0.0,0.142,0.962,9.0,1.0,96.465,126733.0
How The Time Flies,Jerry Wallace,16.0,11.0,1958-08-13,4Y00xD9HbXDLtf7Wv9685t,How The Time Flies,Jerry Wallace's Greatest Hits,23.0,N,1990-03-12,0.496,0.273,-13.036,0.0277,0.58,0.00146,0.0736,0.566,9.0,1.0,87.025,148373.0
How To Handle A Woman,Johnny Mathis,3.0,64.0,1960-12-21,1ZUnmb11KsOyNHsx0AvZQT,"How to Handle a Woman - From the B'way Musical ""Camelot""",The Singles,3.0,N,2015-09-25,0.237,0.251,-12.941,0.0326,0.896,7.7e-05,0.307,0.296,7.0,0.0,77.095,183280.0
Hully Gully Again,Little Caesar and The Romans,3.0,54.0,1961-07-19,2BNMRGzLMWUsx0rLbnSZzz,Hully Gully Again,Those Oldies but Goodies,1.0,N,2023-10-10,0.694,0.487,-8.187,0.0347,0.752,0.0,0.0654,0.88,6.0,1.0,116.553,159267.0
Humdinger,Freddy Cannon,4.0,59.0,1960-10-05,33ecRNaSLc7w7TVMRDgrQ3,Humdinger,The Boston Cannon!,0.0,N,2020-11-27,0.717,0.619,-12.33,0.0504,0.438,1.1e-06,0.0738,0.966,0.0,1.0,135.682,182427.0
Hurt,Timi Yuro,5.0,12.0,1961-07-19,6mqfq8EdYoV07TXM2rgPgb,Hurt,The Best Of Timi Yuro,37.0,N,1992-01-01,0.493,0.244,-11.487,0.0277,0.707,0.000462,0.121,0.222,5.0,1.0,87.044,148467.0
Hurtin' Inside,Brook Benton,4.0,78.0,1959-02-18,7KJ1kgvzjO94u7Y7MPoGjL,Hurtin' Inside,Greatest Hits: The Mercury Years,5.0,N,1989-01-01,0.503,0.629,-11.986,0.0707,0.0872,3.34e-06,0.103,0.662,1.0,1.0,171.363,131907.0
Hush-Hush,Jimmy Reed,2.0,75.0,1960-10-05,1Tx2BAn2UEw1O2qn5Bc8l8,"Hush, Hush",The Very Best of Jimmy Reed,15.0,N,2003,0.827,0.362,-10.333,0.038,0.915,0.2,0.112,0.914,11.0,0.0,92.117,149267.0
Hushabye,The Mystics,15.0,20.0,1959-05-20,3eBt8USFEAXymBNeOkzhe5,Hushabye,Presenting The Mystics,38.0,N,1959-02-11,0.463,0.487,-7.207,0.0284,0.756,0.0,0.202,0.763,5.0,1.0,144.787,153240.0
I Ain't Never,Webb Pierce,14.0,24.0,1959-08-05,57X5xjtkK1Mo9TYAcxgJlx,I Ain't Never - Single Version,20th Century Masters: The Millennium Collection: Best Of Webb Pierce,39.0,N,2001-01-01,0.936,0.665,-6.341,0.0307,0.727,1.71e-05,0.0972,0.965,11.0,1.0,122.579,113640.0
I Believe In You,Robert & Johnny,2.0,93.0,1958-01-01,5jFKcm8kfuXDXmGFnK4wIr,I Believe in You,We Belong Together,12.0,N,2012-08-08,0.691,0.369,-11.826,0.0369,0.866,0.000141,0.162,0.627,4.0,1.0,107.721,164773.0
I Can't Do It By Myself,Anita Bryant,2.0,87.0,1961-05-10,4xVXe1VS5zlQyECVk6GRrL,Sweet Love,Sweet Love,55.0,N,2022-02-14,0.505,0.669,-7.255,0.0231,0.428,0.0,0.0609,0.689,10.0,0.0,87.541,262267.0
I Can't Get You Out Of My Heart,Al Martino,9.0,44.0,1959-05-13,5m6N98LZkgqYuuy8RMILdm,I Can't Get You Out of My Heart,Al Martino and the Tony Russo Orchestra,27.0,N,2019-05-20,0.186,0.374,-12.833,0.0399,0.961,0.0368,0.449,0.284,10.0,1.0,78.675,149676.0
I Can't Help It,Adam Wade,7.0,64.0,1960-06-15,4nZksflDC0Ysydxn45yJgO,I Can't Help It (feat. B-Lovee),I Can't Help It,33.0,Y,2022-01-29,0.688,0.773,-5.554,0.328,0.419,0.0,0.107,0.468,8.0,0.0,139.957,134163.0
I Can't Say Goodbye,The Fireflies Featuring Ritchie Adams,3.0,90.0,1960-01-20,3g9XQQDRluVCngQU9yYLyC,The Last Kiss,Emily,46.0,N,2023-05-12,0.592,0.45,-8.336,0.0296,0.717,0.905,0.124,0.371,5.0,0.0,140.057,244875.0
I Can't Sit Down,Marie & Rex,2.0,94.0,1959-03-04,2wjWLo0R40ppUa1fcdfcbL,I Can't Sit Down,"The Mojo Man Special, Vol. 4 - Voodoo Man",0.0,N,2021-04-16,0.419,0.719,-7.825,0.168,0.373,0.0,0.348,0.89,7.0,1.0,206.526,114760.0
I Count The Tears,The Drifters,11.0,17.0,1960-12-14,6E7zHFyqTkh1PM2qN8h2vG,I Count the Tears,Save the Last Dance for Me,34.0,N,1962,0.515,0.546,-8.769,0.0283,0.67,5.23e-05,0.544,0.861,5.0,1.0,138.796,129173.0
I Cried,Joe Damiano,3.0,91.0,1959-08-26,7Lzr8bmMFrUFLYsalwDN3v,Mujer Mia (2022 - Remaster),Salsoul,41.0,N,1973,0.605,0.385,-8.715,0.0306,0.718,0.717,0.198,0.621,6.0,0.0,147.038,268939.0
I Cried A Tear,LaVern Baker,21.0,6.0,1958-12-03,28dTB69zJBpBIiDH32Jp1M,I Cried a Tear,Blues Ballads,22.0,N,2005-12-20,0.348,0.179,-13.394,0.0315,0.93,0.0016,0.0992,0.547,9.0,1.0,169.232,155853.0
I Dig Girls,Bobby Rydell,6.0,46.0,1959-10-07,7LF99Uloz5baOiirOPthcM,I Dig Girls,The Best Of Bobby Rydell,6.0,N,2005-10-18,0.667,0.705,-6.016,0.0312,0.7,0.000149,0.0732,0.92,8.0,1.0,132.136,150000.0
I Don't Know,Ruth Brown,6.0,64.0,1959-10-07,047Ip9c6dijAJfuwloV3NF,I Don't Know,The Essentials: Ruth Brown,49.0,N,2003-02-25,0.727,0.296,-7.851,0.0381,0.642,0.00195,0.0815,0.592,8.0,1.0,101.006,173733.0
I Don't Know What It Is,The Bluenotes,9.0,61.0,1959-12-09,3NElqDNNnzvWYOwsbxLQKN,If You Don't Know Me by Now (feat. Teddy Pendergrass),Harold Melvin & The Blue Notes (feat. Teddy Pendergrass),59.0,Y,1972-01-01,0.345,0.465,-9.55,0.0355,0.721,0.000371,0.582,0.457,11.0,1.0,94.983,205907.0
I Don't Mind,James Brown And The Famous Flames,8.0,47.0,1961-05-10,2ccAMXmyEIP9JUIWSsTZFA,I Don't Mind,The Amazing James Brown,30.0,N,1961-01-01,0.715,0.205,-17.551,0.0281,0.879,0.228,0.138,0.679,0.0,1.0,97.274,163267.0
I Don't Need You Anymore,The Teddy Bears,1.0,98.0,1959-02-11,7igkcGqB58Up1t47czb0Ap,I Don't Need You Anymore,Presenting The Teddy Bears,1.0,N,1959-11-26,0.226,0.252,-14.762,0.0304,0.878,0.00584,0.132,0.371,5.0,1.0,178.753,164280.0
I Don't Want Nobody (To Have My Love But You),Ella Johnson With Buddy Johnson,3.0,78.0,1960-12-28,6JEpJ4tOBsfgMZbHtzW0Fq,I Don't Want Nobody,"Great Rare Songs, Vol. 2",0.0,N,2014-01-31,0.765,0.54,-10.051,0.0437,0.805,7.09e-06,0.0852,0.832,5.0,1.0,127.8,161573.0
I Don't Want To Cry,Chuck Jackson,7.0,36.0,1961-02-15,2UtEeRMlOA0TfJQVgxrkxu,I Don't Want To Cry,28 Big Ones,25.0,N,2016,0.394,0.497,-9.041,0.0355,0.575,0.0,0.109,0.711,0.0,1.0,138.798,136875.0
I Don't Want To Take A Chance,Mary Wells,6.0,35.0,1961-07-12,2zsACOescN0P52A1vXI0iK,Bye Bye Baby - Single Version / Mono,Bye Bye Baby I Don't Want to Take a Chance,28.0,N,1961-11-01,0.638,0.735,-7.208,0.0496,0.687,0.161,0.488,0.813,4.0,0.0,122.758,176560.0
I Dreamed Of A Hill-Billy Heaven,Tex Ritter,8.0,24.0,1961-06-28,5C285mitLVNBYDMjI50B89,I Dreamed Of A Hill-Billy Heaven,Vintage Collections,20.0,N,2010-01-01,0.524,0.277,-14.596,0.0789,0.878,0.0,0.26,0.432,3.0,1.0,121.865,190573.0
I Fall To Pieces,Patsy Cline,14.0,16.0,1961-05-17,6zFsz86nAj5gcvzyVqNL3k,I Fall To Pieces - Single Version,Showcase,61.0,Y,1961-11-27,0.54,0.0568,-20.508,0.0351,0.917,1.01e-06,0.12,0.506,10.0,1.0,111.791,171333.0
I Feel So Bad,Elvis Presley,9.0,5.0,1961-05-10,42X4AMue61nbWRF7VGIbSz,I Feel so Bad,"Elvis' Golden Records, Vol. 3",25.0,N,1963-08-11,0.502,0.68,-11.368,0.0406,0.75,0.0483,0.232,0.937,5.0,1.0,91.813,174160.0
I Forgot More Than You'll Ever Know,Sonny James,3.0,80.0,1960-01-13,4DZSe9bEXsJhpqlwpzuOqr,I Forgot More Than You'll Ever Know,More Than You'll Ever Know,7.0,N,2023-05-05,0.446,0.212,-16.865,0.0381,0.716,7.69e-05,0.252,0.439,8.0,1.0,124.503,188000.0
I Go Ape,Neil Sedaka,8.0,42.0,1959-03-04,0NNpyBTU0Ks2eHanv6xKDb,I Go Ape,Rock with Sedaka (Expanded Edition),25.0,N,1959-06-12,0.647,0.935,-4.477,0.0409,0.52,0.0,0.0956,0.961,0.0,1.0,80.239,154040.0
I Got A Feeling,Ricky Nelson,17.0,10.0,1958-10-08,1asCFshazteZOYJ6gqv0Fj,I Got A Feeling - Remastered,Ricky Sings Again (Expanded Edition / Remastered),25.0,N,1959-01-01,0.696,0.629,-10.914,0.0342,0.647,2.01e-06,0.0571,0.965,9.0,1.0,86.336,125067.0
I Got A Wife,The Mark IV,12.0,24.0,1959-01-21,5fxfwjQ1OmbnkOlg39HsSO,I Got A Girl,I Am An Elastic Firecracker,46.0,N,1995-01-01,0.617,0.838,-8.577,0.0498,0.00968,0.0,0.105,0.686,7.0,1.0,134.639,245707.0
I Got Stripes,Johnny Cash,11.0,43.0,1959-07-29,16Ks4wN2wG2wGlDMm5Tphe,I Got Stripes,The Legend,43.0,N,2005,0.727,0.542,-10.067,0.034,0.697,0.0,0.116,0.971,8.0,1.0,103.615,123573.0
I Got Stung,Elvis Presley,16.0,8.0,1958-10-29,0IDFXLMABcj61OKI3L05A0,I Got Stung,"50,000,000 Elvis Fans Can't Be Wrong: Elvis' Gold Records, Vol. 2",34.0,N,1959-11-13,0.731,0.832,-10.336,0.054,0.901,0.53,0.219,0.974,10.0,0.0,96.557,109413.0
I Gotta Know,Elvis Presley With The Jordanaires,11.0,20.0,1960-11-09,3tI7ZEVL6y7n9JW8v2vy0J,I Gotta Know,"Elvis' Golden Records, Vol. 3",36.0,N,1963-08-11,0.716,0.555,-11.181,0.0303,0.868,0.0253,0.0951,0.958,7.0,1.0,132.118,135573.0
I Idolize You,Ike & Tina Turner,4.0,82.0,1960-12-07,7DLwLYJH0AJte6XK9ZTmOc,I Idolize You,The Soul Of Ike & Tina Turner,20.0,N,1960-01-01,0.743,0.398,-8.328,0.048,0.808,0.0,0.106,0.833,2.0,0.0,118.568,170827.0
I Just Don't Understand,Ann-Margret,5.0,37.0,1961-07-19,2WDn3iq8xYWVEp8eCihT44,I Just Don't Understand,On the Way Up,19.0,N,1962-12-31,0.318,0.383,-11.943,0.0337,0.738,0.0013,0.176,0.632,9.0,0.0,127.699,160813.0
I Just Thought You'd Like To Know,Johnny Cash And The Tennessee Two,1.0,85.0,1958-12-10,6840xUT5zhXFh4Qyy4s3kX,I Just Thought You'd Like to Know,Greatest,24.0,Y,1958-01-01,0.645,0.592,-9.067,0.0301,0.851,0.000168,0.321,0.864,3.0,1.0,137.682,141541.0
I Kneel At Your Throne,Joe Medlin,4.0,85.0,1959-03-04,6UMtVYclu7bfEmGUJNQoqi,Royal Blood,RICHLIN,40.0,N,2020-10-23,0.427,0.625,-7.122,0.0669,0.0144,0.0,0.152,0.391,11.0,0.0,116.886,220013.0
I Know,Perry Como,9.0,47.0,1959-06-03,6R4EOMElcPO9AljQQG53QW,To Know You (Is To Love You),Perry Como with the Fontane Sisters (with The Fontane Sisters),12.0,N,2001-08-06,0.539,0.222,-11.877,0.0984,0.876,0.0,0.0593,0.629,0.0,1.0,168.715,159387.0
I Know One,Jim Reeves,2.0,82.0,1960-07-20,5YfbxqUoLKpIxQlxaOGXnq,I Know One,The Essential Jim Reeves,19.0,N,1997-02-14,0.472,0.294,-14.201,0.0306,0.783,1.03e-05,0.105,0.683,0.0,1.0,114.741,121267.0
I Know What God Is,Perry Como,2.0,81.0,1960-02-03,5HVBoRtqnH8ucSm5KFdGYG,I Know What God Is,A Perry Como Christmas,5.0,N,2001-05-21,0.283,0.185,-12.043,0.0345,0.936,0.00296,0.123,0.122,0.0,1.0,111.136,184707.0
I Lied To My Heart,The Enchanters,2.0,96.0,1961-03-01,4TbMBJgbFWa0zAvrgLhUwy,I Lied To My Heart,"Early 60s US Hits, Vol. 2",1.0,N,2014-07-10,0.526,0.385,-5.129,0.0261,0.835,1.04e-06,0.111,0.472,5.0,1.0,69.126,157133.0
